Name,Value
Internal : Invalid Symbol,98100000
Internal : Retired Symbol,98110000
Air : Military,01110000
Air : Military : Fixed-Wing,01110100
Air : Military : Fixed-Wing : Medical Evacuation (MEDEVAC),01110101
Air : Military : Fixed-Wing : Attack/Strike,01110102
Air : Military : Fixed-Wing : Bomber,01110103
Air : Military : Fixed-Wing : Fighter,01110104
Air : Military : Fixed-Wing : Fighter/Bomber,01110105
Air : Military : Fixed-Wing : Cargo,01110107
Air : Military : Fixed-Wing : Electronic/Combat (EC)/Jammer,01110108
Air : Military : Fixed-Wing : Tanker,01110109
Air : Military : Fixed-Wing : Patrol,01110110
Air : Military : Fixed-Wing : Reconnaissance,01110111
Air : Military : Fixed-Wing : Trainer,01110112
Air : Military : Fixed-Wing : Utility,01110113
Air : Military : Fixed-Wing : VSTOL,01110114
Air : Military : Fixed-Wing : Airborne Command Post (ACP),01110115
Air : Military : Fixed-Wing : Airborne Early Warning (AEW),01110116
Air : Military : Fixed-Wing : Antisurface Warfare (ASUW),01110117
Air : Military : Fixed-Wing : Antisubmarine Warfare (ASW),01110118
Air : Military : Fixed-Wing : Communications,01110119
Air : Military : Fixed-Wing : Combat Search and Rescue (CSAR),01110120
Air : Military : Fixed-Wing : Electronic Support (ES),01110121
Air : Military : Fixed-Wing : Government,01110122
Air : Military : Fixed-Wing : Mine Countermeasures (MCM),01110123
Air : Military : Fixed-Wing : Personnel Recovery,01110124
Air : Military : Fixed-Wing : Search and Rescue,01110125
Air : Military : Fixed-Wing : Special Operations Forces,01110126
Air : Military : Fixed-Wing : Ultra Light,01110127
Air : Military : Fixed-Wing : Photographic Reconnaissance,01110128
Air : Military : Fixed-Wing : Very Important Person (VIP),01110129
Air : Military : Fixed-Wing : Suppression of Enemy Air Defense,01110130
Air : Military : Fixed-Wing : Passenger,01110131
Air : Military : Fixed-Wing : Escort,01110132
Air : Military : Fixed-Wing : Electronic Attack (EA),01110133
Air : Military : Rotary-Wing,01110200
Air : Military : Unmanned Aircraft (UA)/Unmanned Aerial Vehicle (UAV)/Unmanned Aircraft System (UAS)/Remote Piloted Vehicle (RPV),01110300
Air : Military : Vertical-Takeoff UAV (VT-UAV),01110400
Air : Military : Lighter Than Air,01110500
Air : Military : Airship,01110600
Air : Military : Tethered Lighter Than Air,01110700
Air : Civilian,01120000
Air : Civilian : Fixed-Wing,01120100
Air : Civilian : Rotary-Wing,01120200
Air : Civilian : Unmanned Aircraft (UA)/Unmanned Aerial Vehicle (UAV)/Unmanned Aircraft System (UAS)/Remote Piloted Vehicle (RPV),01120300
Air : Civilian : Lighter Than Air,01120400
Air : Civilian : Airship,01120500
Air : Civilian : Tethered Lighter Than Air,01120600
Air : Weapon,01130000
Air : Weapon : Bomb,01130100
Air : Weapon : Decoy,01130200
Air : Manual Track,01140000
Air Missile : Missile,02110000
Space : Military,05110000
Space : Military : Space Vehicle,05110100
Space : Military : Re-Entry Vehicle,05110200
Space : Military : Planet Lander,05110300
Space : Military : Orbiter Shuttle,05110400
Space : Military : Capsule,05110500
Space : Military : General Satellite,05110600
Space : Military : Satellite,05110700
Space : Military : Anti-Satellite Weapon,05110800
Space : Military : Astronomical Satellite,05110900
Space : Military : Biosatellite,05111000
Space : Military : Communications Satellite,05111100
Space : Military : Earth Observation Satellite,05111200
Space : Military : Miniaturized Satellite,05111300
Space : Military : Navigational Satellite,05111400
Space : Military : Reconnaissance Satellite,05111500
Space : Military : Space Station,05111600
Space : Military : Tethered Satellite,05111700
Space : Military : Weather Satellite,05111800
Space : Military : Space Launched Vehicle (SLV),05111900
Space : Civilian,05120000
Space : Civilian : Orbiter Shuttle,05120100
Space : Civilian : Capsule,05120200
Space : Civilian : Satellite,05120300
Space : Civilian : Astronomical Satellite,05120400
Space : Civilian : Biosatellite,05120500
Space : Civilian : Communications Satellite,05120600
Space : Civilian : Earth Observation Satellite,05120700
Space : Civilian : Miniaturized Satellite,05120800
Space : Civilian : Navigational Satellite,05120900
Space : Civilian : Space Station,05121000
Space : Civilian : Tethered Satellite,05121100
Space : Civilian : Weather Satellite,05121200
Space : Manual Track,05130000
Space Missile : Missile,06110000
Sea Surface : Military,30110000
Sea Surface : Military Combatant,30120000
Sea Surface : Military Combatant : Carrier,30120100
Sea Surface : Military Combatant : Surface Combatant- Line,30120200
Sea Surface : Military Combatant : Surface Combatant- Line : Battleship,30120201
Sea Surface : Military Combatant : Surface Combatant- Line : Cruiser,30120202
Sea Surface : Military Combatant : Surface Combatant- Line : Destroyer,30120203
Sea Surface : Military Combatant : Surface Combatant- Line : Frigate,30120204
Sea Surface : Military Combatant : Surface Combatant- Line : Corvette,30120205
Sea Surface : Military Combatant : Surface Combatant- Line : Littoral Combatant Ship,30120206
Sea Surface : Military Combatant : Amphibious Warfare Ship,30120300
Sea Surface : Military Combatant : Amphibious Warfare Ship : Amphibious Command Ship,30120301
Sea Surface : Military Combatant : Amphibious Warfare Ship : Amphibious Assault- Non-specified,30120302
Sea Surface : Military Combatant : Amphibious Warfare Ship : Amphibious Assault Ship- General,30120303
Sea Surface : Military Combatant : Amphibious Warfare Ship : Amphibious Assault Ship- Multipurpose,30120304
Sea Surface : Military Combatant : Amphibious Warfare Ship : Amphibious Assault Ship- Helicopter,30120305
Sea Surface : Military Combatant : Amphibious Warfare Ship : Amphibious Transport Dock,30120306
Sea Surface : Military Combatant : Amphibious Warfare Ship : Landing Ship,30120307
Sea Surface : Military Combatant : Amphibious Warfare Ship : Landing Craft,30120308
Sea Surface : Military Combatant : Mine Warfare Ship,30120400
Sea Surface : Military Combatant : Mine Warfare Ship : Mine Layer,30120401
Sea Surface : Military Combatant : Mine Warfare Ship : Mine Sweeper,30120402
Sea Surface : Military Combatant : Mine Warfare Ship : Mine Sweeper- Drone,30120403
Sea Surface : Military Combatant : Mine Warfare Ship : Mine Hunter,30120404
Sea Surface : Military Combatant : Mine Warfare Ship : Mine Countermeasures,30120405
Sea Surface : Military Combatant : Mine Warfare Ship : Mine Countermeasures- Support Ship,30120406
Sea Surface : Military Combatant : Patrol Boat,30120500
Sea Surface : Military Combatant : Patrol Boat : Patrol Craft- Submarine Chaser/Escort- General,30120501
Sea Surface : Military Combatant : Patrol Boat : Patrol Ship- General,30120502
Sea Surface : Military Combatant : Decoy,30120600
Sea Surface : Military Combatant : Unmanned Surface Water Vehicle (USV),30120700
Sea Surface : Military Combatant : Speedboat,30120800
Sea Surface : Military Combatant : Speedboat : Rigid-Hull Inflatable Boat (RHIB),30120801
Sea Surface : Military Combatant : Jet Ski,30120900
Sea Surface : Military Combatant : Navy Task Organization,30121000
Sea Surface : Military Combatant : Navy Task Organization : Navy Task Element,30121001
Sea Surface : Military Combatant : Navy Task Organization : Navy Task Force,30121002
Sea Surface : Military Combatant : Navy Task Organization : Navy Task Group,30121003
Sea Surface : Military Combatant : Navy Task Organization : Navy Task Unit,30121004
Sea Surface : Military Combatant : Navy Task Organization : Convoy,30121005
Sea Surface : Military Combatant : Sea-Based X-Band (SBX) Radar,30121100
Sea Surface : Military Noncombatant,30130000
Sea Surface : Military Noncombatant : Auxiliary Ship,30130100
Sea Surface : Military Noncombatant : Auxiliary Ship : Ammunition Ship,30130101
Sea Surface : Military Noncombatant : Auxiliary Ship : Naval Stores Ship,30130102
